video_id,time,distance
aaju.mp4,0,2.5
aava.mp4,30,3.0
aava.mp4,40,4.0
aava.mp4,50,9.0
abhg.mp4,2,3.0
abhg.mp4,4,4.0
abhg.mp4,6,4.0
abhg.mp4,8,5.5
abhg.mp4,10,7.0
abhg.mp4,12,8.0
abhg.mp4,14,8.666666666666668
abhg.mp4,16,9.0
abhg.mp4,18,9.5
abhg.mp4,20,11.666666666666668
abhg.mp4,22,12.0
abhg.mp4,24,13.0
abhg.mp4,26,9.0
abhg.mp4,28,9.0
abhg.mp4,38,9.0
abhg.mp4,42,9.0
abjx.mp4,0,2.0
absl.avi,0,5.0
absl.avi,2,0.5
absl.avi,4,0.5
absl.avi,6,0.5
absl.avi,8,4.0
absl.avi,10,0.5
absl.avi,12,0.5
absl.avi,14,0.5
acdy.mp4,10,8.0
acdy.mp4,40,3.5
aceu.mp4,0,4.0
acgp.mp4,0,1.5
acgp.mp4,2,1.5
acgp.mp4,4,1.5
acgp.mp4,6,1.5
acgp.mp4,8,1.5
acgp.mp4,10,1.5
acgp.mp4,34,0.75
acgp.mp4,36,7.333333333333333
acgp.mp4,38,4.0
acgp.mp4,40,4.833333333333334
acgp.mp4,42,4.0
acgp.mp4,44,0.75
acgp.mp4,46,1.0
acgp.mp4,48,1.5
acgp.mp4,50,1.5
acgp.mp4,52,1.5
acgp.mp4,54,1.0
acgp.mp4,56,1.5
acgp.mp4,58,1.0
acii.mp4,0,7.0
acii.mp4,2,7.0
acii.mp4,4,8.5
acii.mp4,6,7.0
acii.mp4,8,3.5
acjm.mp4,10,7.0
acjm.mp4,40,7.0
adfm.mp4,0,2.5
adfm.mp4,2,3.0
adfm.mp4,4,2.0
adfm.mp4,6,3.0
adfm.mp4,8,3.5
adwm.avi,0,9.0
adwm.avi,2,5.5
adwm.avi,4,6.0
adwm.avi,6,6.0
adwm.avi,8,6.0
adwm.avi,10,6.0
adwm.avi,12,6.0
adwm.avi,14,6.0
adxk.avi,0,5.0
adxk.avi,2,4.5
adxk.avi,4,5.0
adxk.avi,6,5.0
adxk.avi,8,5.0
adxk.avi,10,5.0
adxk.avi,12,5.0
adxk.avi,14,5.0
adxn.avi,0,6.0
adxn.avi,2,6.625
adxn.avi,4,6.625
adxn.avi,6,7.333333333333333
adxn.avi,8,7.333333333333333
adxn.avi,10,6.0
adxn.avi,12,6.625
adxn.avi,14,6.625
aexm.mp4,0,5.0
aexm.mp4,10,16.75
aexm.mp4,20,9.0
afkc.mp4,0,4.5
afkc.mp4,2,2.0
agku.avi,0,5.0
agku.avi,2,6.5
agku.avi,4,6.0
agku.avi,6,6.0
agku.avi,8,6.0
agku.avi,10,6.0
agku.avi,12,6.0
agku.avi,14,6.0
agvr.mp4,0,2.5
agvr.mp4,2,3.0
ahlg.avi,1,3.5
ahlg.avi,3,3.5
ahlg.avi,5,3.5
ahlg.avi,7,3.5
ahlg.avi,9,3.5
ahlg.avi,11,4.0
ahlg.avi,13,5.5
ahlg.avi,15,5.0
ahlg.avi,17,6.0
ahlg.avi,19,6.0
ahlg.avi,21,4.5
ahlg.avi,23,4.5
ahlg.avi,25,5.5
ahlg.avi,27,6.0
ahlg.avi,29,4.5
ahlg.avi,31,6.0
ahlg.avi,33,5.5
ahpy.avi,0,0.75
ahpy.avi,4,0.5
ahpy.avi,6,4.0
ahpy.avi,8,0.5
ahpy.avi,10,0.5
ahpy.avi,12,0.5
ahpy.avi,14,0.5
aiii.avi,0,4.7
aiii.avi,2,3.0
aiii.avi,4,3.9
aiii.avi,6,4.75
aiii.avi,8,4.166666666666666
aiii.avi,10,4.166666666666666
aiii.avi,12,5.0
aiii.avi,14,3.0
aiii.avi,22,3.8333333333333335
aiii.avi,24,3.0
aiii.avi,26,4.166666666666666
aiii.avi,28,4.75
aiii.avi,30,3.9
aiii.avi,32,4.166666666666666
aiii.avi,34,4.166666666666666
aiii.avi,36,4.166666666666666
aiii.avi,38,4.166666666666666
