video_id,time,distance
aaju.mp4,0,1.0
aava.mp4,30,2.75
aava.mp4,40,2.25
aava.mp4,50,4.5
abhg.mp4,2,2.0
abhg.mp4,4,2.0
abhg.mp4,6,2.25
abhg.mp4,8,2.5
abhg.mp4,10,6.25
abhg.mp4,12,4.5
abhg.mp4,14,3.5
abhg.mp4,16,6.25
abhg.mp4,18,4.5
abhg.mp4,20,6.25
abhg.mp4,22,5.0
abhg.mp4,24,4.5
abhg.mp4,26,4.5
abhg.mp4,28,4.5
abhg.mp4,38,4.5
abhg.mp4,42,4.5
abjx.mp4,0,4.5
absl.avi,0,1.625
absl.avi,2,1.625
absl.avi,4,1.625
absl.avi,6,1.625
absl.avi,8,2.333333333333333
absl.avi,10,2.333333333333333
absl.avi,12,1.625
absl.avi,14,1.625
acdy.mp4,10,4.0
acdy.mp4,40,4.5
aceu.mp4,0,2.5
acgp.mp4,0,0.875
acgp.mp4,2,0.9375
acgp.mp4,4,0.9375
acgp.mp4,6,1.0
acgp.mp4,8,0.9375
acgp.mp4,10,1.0
acgp.mp4,34,1.625
acgp.mp4,36,0.75
acgp.mp4,38,0.5
acgp.mp4,40,0.5
acgp.mp4,42,0.5
acgp.mp4,44,0.9166666666666666
acgp.mp4,46,0.375
acgp.mp4,48,0.75
acgp.mp4,50,1.0
acgp.mp4,52,0.75
acgp.mp4,54,1.4642857142857142
acgp.mp4,56,0.75
acgp.mp4,58,1.0
acii.mp4,0,2.0
acii.mp4,2,2.0
acii.mp4,4,2.0
acii.mp4,6,2.0
acii.mp4,8,2.0
acjm.mp4,10,4.5
acjm.mp4,40,3.5
adfm.mp4,0,1.0
adfm.mp4,2,1.75
adfm.mp4,4,1.5
adfm.mp4,6,1.25
adfm.mp4,8,1.25
adwm.avi,0,4.5
adwm.avi,2,2.75
adwm.avi,4,4.5
adwm.avi,6,4.5
adwm.avi,8,4.5
adwm.avi,10,4.5
adwm.avi,12,4.5
adwm.avi,14,4.5
adxk.avi,0,0.5
adxk.avi,2,1.625
adxk.avi,4,0.625
adxk.avi,6,0.625
adxk.avi,8,0.625
adxk.avi,10,0.875
adxk.avi,12,0.625
adxk.avi,14,0.5
adxn.avi,0,1.0625
adxn.avi,2,2.333333333333333
adxn.avi,4,2.333333333333333
adxn.avi,6,1.625
adxn.avi,8,2.333333333333333
adxn.avi,10,4.5
adxn.avi,12,2.333333333333333
adxn.avi,14,1.625
aexm.mp4,0,3.0
aexm.mp4,10,4.5
aexm.mp4,20,4.5
afkc.mp4,0,2.5
afkc.mp4,2,1.0
agku.avi,0,0.5
agku.avi,2,1.0625
agku.avi,4,1.1
agku.avi,6,1.25
agku.avi,8,1.0833333333333335
agku.avi,10,1.4642857142857142
agku.avi,12,1.4642857142857142
agku.avi,14,1.6
agvr.mp4,0,1.5
agvr.mp4,2,1.25
ahlg.avi,1,0.75
ahlg.avi,3,1.25
ahlg.avi,5,2.25
ahlg.avi,7,3.0
ahlg.avi,9,1.5
ahlg.avi,11,2.25
ahlg.avi,13,4.5
ahlg.avi,15,4.5
ahlg.avi,17,4.5
ahlg.avi,19,4.5
ahlg.avi,21,4.5
ahlg.avi,23,4.5
ahlg.avi,25,4.5
ahlg.avi,27,4.5
ahlg.avi,29,3.5
ahlg.avi,31,4.5
ahlg.avi,33,4.5
ahpy.avi,0,0.75
ahpy.avi,4,1.7
ahpy.avi,6,1.8125
ahpy.avi,8,1.8125
ahpy.avi,10,1.8125
ahpy.avi,12,1.8125
ahpy.avi,14,1.8125
aiii.avi,0,4.5
aiii.avi,2,4.5
aiii.avi,4,4.5
aiii.avi,6,4.5
aiii.avi,8,4.5
aiii.avi,10,4.5
aiii.avi,12,4.5
aiii.avi,14,4.5
aiii.avi,22,4.5
aiii.avi,24,4.5
aiii.avi,26,4.5
aiii.avi,28,4.5
aiii.avi,30,4.5
aiii.avi,32,4.5
aiii.avi,34,4.5
aiii.avi,36,4.5
aiii.avi,38,4.5
aiii.avi,40,4.5
aiii.avi,42,4.5
aiii.avi,44,4.5
aiii.avi,46,4.5
aiii.avi,48,4.5
aiii.avi,50,4.5
aiii.avi,52,4.5
aiiu.avi,0,1.625
aiiu.avi,2,2.75
aiiu.avi,4,2.75
aiiu.avi,6,2.75
aiiu.avi,8,2.75
aiiu.avi,10,1.625
aiiu.avi,12,2.333333333333333
aiiu.avi,14,2.75
ajfu.mp4,0,6.0
ajfu.mp4,2,4.5
ajfu.mp4,4,7.5
ajfu.mp4,6,6.25
ajfu.mp4,8,6.25
ajfu.mp4,10,4.5
ajfu.mp4,12,4.5
ajfu.mp4,14,4.5
ajfu.mp4,16,4.5
ajfu.mp4,18,4.5
ajfu.mp4,20,4.5
ajfu.mp4,22,4.5
ajfu.mp4,24,4.5
ajfu.mp4,26,4.5
ajfu.mp4,28,4.5
ajfu.mp4,30,4.5
ajfu.mp4,32,4.5
ajfu.mp4,34,4.5
ajfu.mp4,36,4.5
ajfu.mp4,38,4.5
ajfu.mp4,40,4.5
ajfu.mp4,42,4.5
ajfu.mp4,44,4.5
ajfu.mp4,46,4.5
ajfu.mp4,48,4.5
ajfu.mp4,50,4.5
ajfu.mp4,52,4.5
ajfu.mp4,54,4.5
ajfu.mp4,56,4.5
